userName,score,content,at,thumbsUpCount,source,truthLabel,score_based,rule_based,final_label,final_label_3class,vader_prediction,afinn_score,afinn_prediction
Toni Dawn Moore,4,never shopped there yet,2026-03-12 21:24:39,0,labeled_reviews_raw,Very Negative,Positive,Negative,Very Negative,Negative,Neutral,0,Neutral
Gary Shaw,3,it ok to play game and shop really not for me,2026-03-12 08:08:25,0,labeled_reviews_raw,Positive,Neutral,Negative,Positive,Positive,Positive,0,Neutral
Travis Campbell,2,good,2026-03-09 02:27:46,0,labeled_reviews_raw,Positive,Negative,Positive,Positive,Positive,Positive,3,Positive
sathish malamkunnu,1,what is this what a price for the good temu is better than aliexpress,2026-03-08 21:31:38,1,labeled_reviews_raw,Neutral,Negative,Positive,Neutral,Neutral,Positive,5,Positive
Angie,1,their price are not honest if you add to cart and select the shipping their price will become higher be careful this is dishonest marketing they tell you one cheap price then upcharge once you are about to purchase the item,2026-03-09 23:47:09,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
Abba abdullahi,5,gud app,2026-03-08 22:25:24,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Neutral,0,Neutral
Dash Mxt,1,if youre in need of the product very quickly you may get a heart attack coz they take forever and you may even forget and think it a scam,2026-03-12 19:19:55,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-4,Negative
Sara J,1,no where to register for an account,2026-03-11 11:22:59,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,0,Neutral
--,1,im not registered with a google email address why are you are forcing me to do it you useless npc i cant sign in anymore cant write my email address because aliexpress is reading my google play email you are violating gdpr,2026-03-09 22:52:26,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-4,Negative
Rick Hess,5,so far everything i have ordered ha been fine and i will order more thing a the need them,2026-03-08 19:14:09,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,4,Positive
Hazator,1,there no new suggestionsif u ever search or click on one product itll haunt u forever in the recommendation and everything related to it would be throwed at u even if u uninterest them,2026-03-08 04:26:35,1,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Negative,-1,Negative
Kayanat Anika,1,honestly i think there is a problem cuz i cant download it,2026-03-12 23:21:40,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,-2,Negative
Akun John,4,thumb upis there a way to turn on dark theme mode in the app,2026-03-07 02:14:24,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0,Neutral
Herby Osbourne,1,horrible customer service locked my account and wont give a reason or help to get it back,2026-03-08 13:09:19,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-1,Negative
Ethel Reid,1,it not letting me pick what i want,2026-03-11 04:43:07,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,1,Positive
adamebrahiem 6,1,that is terrible it keep saying your account is freezing and your account ha risk registration,2026-03-09 15:16:40,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Benjamin Brewer,4,i like this app very good,2026-03-11 08:53:13,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,5,Positive
Ruth Mawson,1,my account is locked ive never used aliexpress download this again same thing youre account is locked tried to sign in wouldnt have email phone number first of all no uk code suddenly im on the aliexpress site go to look at something please sign in with your phone number please enter a valid phone number i enter it again this time with the uk code in front please enter a valid phone number never again uninstalling,2026-03-12 00:58:13,2,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,3,Positive
a7med_fix,1,the take my item for returned then refund but unfortunately first they take item then refuse to refund they cheating unfortunately very bad customer service and my money 1050 usd dollar gone i will not give them all my life,2026-03-08 05:00:26,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-5,Negative
John Ogba,1,very bad experience i bought a fake and damaged glass no compensation i just wasted my 3299 for nothing i did not use the video camera glass twice it stopped charging and all of a sudden the glass pulled out from the lens i am so disappointed that your customer service said they can not do anything that mean i should dispose the glass and lose my money i will continue to give you bad feedback if nothing is done,2026-03-12 09:40:26,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-14,Negative
Ankur Jain,1,in simple word pathetic experience with aliexpress all the best whoever using their portal,2026-03-12 01:40:07,0,labeled_reviews_raw,Very Negative,Negative,Positive,Very Negative,Negative,Positive,1,Positive
Gerri Cooper,1,ive had enough of purchasing thing and then having the item come totally different from what i purchased or not coming at all and then i get a refund without even let me know that it not coming im not shopping with them anymore the seller are crook false advertising and just straight up not a good platform to buy thing from i give it one star because there no less than one,2026-03-10 00:51:45,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-2,Negative
Ben Hunt,1,they dont honor their fast ship program all you get is the run around spend the few extra dollar and get it from tic tok shop,2026-03-08 12:35:23,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-2,Negative
roger whittle,4,positive overall sometimes confusing,2026-03-08 11:19:38,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,0,Neutral
Michael K,1,aliexpress ha reached a new low not only did they fail to deliver a combined shipment of multiple item but they also provided false tracking information to paypal to block a legitimate refund the support is nonexistent and the buyer protection is a complete fabrication i am now escalating this a a fraudulent transaction through my credit card company to force a chargeback do not trust this platform with your money they will lie to payment processor to avoid taking responsibility,2026-03-12 10:28:27,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-4,Negative
Jesson,1,brought faulty item refused credit or refund unable to submit video or picture due to their site not accepting the file even though format wa correct uninstalling over a mere 12,2026-03-12 12:23:59,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
FRITOSPORT,1,scammer and fraud they will protect a seller store that never ship your product they provide fake tracking number and their senior team will never help you get your refund for an item that is never delivered you can provide all of the proof and yet they will never help you at all this company doesnt honor their 20day or refund rule stay away from these thief,2026-03-07 15:46:25,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-12,Negative
Bertha Mata,5,i love them i will continue to order from here update i havent purchased anything in a few year now because someone used my info and purchased 200 dollar worth of stuff so i uninstalled this app but i do miss ali,2026-03-08 19:08:19,0,labeled_reviews_raw,Negative,Positive,Positive,Positive,Positive,Positive,3,Positive
Eric Laforge,1,i always get scammed they always find a way,2026-03-10 23:15:15,198,labeled_reviews_raw,Positive,Negative,Neutral,Positive,Positive,Neutral,0,Neutral
Emily Coleman,5,everything is so cheap and easy to order and receive it on time and it always good product,2026-03-12 01:45:45,0,labeled_reviews_raw,Very Positive,Positive,Positive,Positive,Positive,Positive,4,Positive
Kim Barber,5,very good so far,2026-03-08 04:08:52,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Faith McLean,5,i love aliexpress theyre so much better than another online place where you can buy stuff you can buy something for 2 off of here you dont have to spend 20 like you do on the other website so far i have not been disappointed on anything i bought from them and i have bought a lot of stuff and just a month and a half ive bought over 100 item if not more,2026-03-11 23:58:23,0,labeled_reviews_raw,Negative,Positive,Negative,Negative,Negative,Positive,9,Positive
Anthoz Duppiez,4,i love this app,2026-03-10 09:31:45,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
S Marie,1,twice i never received my item and wa never given a refund the courier never presented proof of delivery both time but said the item were delivered hit or miss good luck im out 70 buck wa told i needed to provide proof i never received the item but wheres the delivery proof picture scam artist edit i contacted aliexpress help center everyday for almost 3 week spent hour wasting my time so no ill just never buy anything ever again please dont waste your time and money people,2026-03-08 12:52:49,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,6,Positive
Leashanta Chism,1,i wish i could give it a minus i had a package stolen even have a police report and couldnt get a refund,2026-03-12 01:02:10,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-1,Negative
Davis Ron,5,good app,2026-03-09 03:54:02,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Rubysu aka Natalie Debler,3,my first package arrived but with counterfeit postage i had to pay an extra 1375 to get from my local post office i hope the other 2 do not happen this way,2026-03-12 21:38:03,0,labeled_reviews_raw,Negative,Neutral,Negative,Negative,Negative,Positive,1,Positive
Kinsley,5,i love it,2026-03-10 01:40:24,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Jo Carbonell,1,i orrderd window tint and that wa two week ago still nothing guess the delivery person wanted the package more or they just decided not to fill the order and keep the moneywhy you think thing are cheap on advertisingthey keep your money,2026-03-11 17:23:22,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Neutral,0,Neutral
Liam Schrape,1,buyer beware i bought a lego style brick building kit for my son it wa some time after purchase when he finally started working on it the quality wa very poor even with adult assistance the toy would fall apart with the slightest movement even when trying to add the next piece to the model aliexpress and the seller mi ya toyneither will take responsibility or make a goodwill refund or credit moral of the story check all purchase for quality quickly when you receive them,2026-03-09 07:04:42,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
Kandis Nikol Marek (BATMAN),2,why are yall making your app like temu just dont be so much like them that you cant just order what you want and thats it we dont need anymore apps like temu temu suck dont be temu,2026-03-07 18:30:10,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,4,Positive
Mairaj Aslam,2,high tax other app are without tax disappointed,2026-03-07 20:22:13,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Positive,-2,Negative
Adam,1,i paid the 3 for 90p deal and the delivery driver put it in my bin without a notice they have refunded my the 90p but i cant get anything with it im asking to get the bundledeal back,2026-03-07 15:29:54,0,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,0,Neutral
Lio B10,1,3 package never received arrived to wrong city no one answered 4 mail sent back no refund now aliexpress take no responsibility never again order with them,2026-03-11 21:57:21,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
Ti to,5,شكرا لجهودكم,2026-03-10 23:33:12,0,labeled_reviews_raw,Very Negative,Positive,Neutral,Very Negative,Negative,Neutral,0,Neutral
See Ro,5,lapp è meravigliosa ma vogliamo di nuovo per i nuovi utenti lofferta del 099 oppure 3 articoli con 3 di disconto,2026-03-12 07:21:47,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0,Neutral
Charles Jenkins,5,i like the app ive only had it a couple day but it is better than doing survey,2026-03-12 20:00:07,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,4,Positive
Benjamin Van Dermark,1,all 3 of the item from my welcome gift get 3 but only pay for 1 got canceled on me after being very late now i dont get thing i ordered and lost out on the welcome deal,2026-03-09 23:32:33,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,2,Positive
Patryk,4,na stronie z punktami pokazują się losowe zniżki których nie da się uzyskać mocno utrudnia to zakupy edit okazało się że procentowa zniżka obok produktu uwzględnia też kupon zniżkowy a nie tylko punkty nadal uważam że nie powinno tak być bo jest ikona punktu obok zniżki,2026-03-10 12:11:14,0,labeled_reviews_raw,Negative,Positive,Neutral,Negative,Negative,Neutral,0,Neutral
Promise Abumere,1,i wa scammed by aliexpress seller accept to do a partial refund for a defective item yet aliexpress refused to no refund and complete the lcd screen i purchase the fame doesnt fit pouch and doesnt touch well i followed all the instruction when fix it but it not the case i am complaining about the overheating and the frame side the heat sink on the frame is small unlike the original screen some part doe not touch i try another screen different from the screen i order it worked,2026-03-10 20:18:45,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-1,Negative
Billy Pierce,1,no good,2026-03-07 20:57:37,0,labeled_reviews_raw,Negative,Negative,Positive,Negative,Negative,Positive,-3,Negative
J R,3,great thing for cheap the only thing that suck is delivery if you live in a building they leave it on the lobby floor for anyone to take it not in front of your door,2026-03-07 16:47:47,0,labeled_reviews_raw,Negative,Neutral,Neutral,Neutral,Neutral,Positive,-3,Negative
GTepanator,1,app kept sending me here one star for my trouble,2026-03-10 12:59:45,1,labeled_reviews_raw,Positive,Negative,Neutral,Positive,Positive,Negative,-2,Negative
Falodun Akinwale,4,nice apphas very good and genuine product vendor are good,2026-03-12 19:48:10,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,9,Positive
Nyanda,2,these people are scammer if you buy something that come in bulk or that is more than one like the turquoise ring that come in more than one size a mix that come in 2030pcs that i have not received they dont show up mysteriously and they blame you and the carrier but item that were bought that is single item or set oh those show up fine no problem then they dont want to refund you back anything these are not honest or godly people it a facade to sale their product,2026-03-12 18:47:06,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,1,Positive
D Bier,1,absolute garbage i dint suggest this app a when you make a purchase over 50 and it stolen you lose your money time and sanity there is no customer service and there even less in these low quality item i tried to get a refund for stolen package 5 time they said prove it how doe one do that how can i prove that i shook a person hand i just met app is stupid and pointless go to temu,2026-03-11 13:52:46,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Negative,-6,Negative
Davnar Ragnar,1,this app is either broken or designed to deliberately deceive customer i spent some time building a bundle checked the list and went ahead with the purchase only to find most item had disappeared leaving only 10 poorer quality item for the same purchase price i had been given for 20 item no way to trace the transaction or see any itemised receipt after purchase if you must deal with ali express do it via their website on a secure browser do not install this app,2026-03-08 02:01:10,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-5,Negative
Steven Brookshire,2,the item i purchased came a expected and a very great price but i did not get my two free item a a first time buyer which never came it wa deleted from the cart and that promise wa never fulfilled so i am very unsatisfied that wa the main reason why i even started it because i needed those item and i wa going to get the bag also because i liked it,2026-03-09 08:32:36,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,3,Positive
Rahl Gadu,5,למה זה לא מוריד לי ניסיתי אד 24 שאות אפילו יתמול,2026-03-12 16:48:37,0,labeled_reviews_raw,Negative,Positive,Neutral,Negative,Negative,Neutral,0,Neutral
Tammy Skifstad,5,useful,2026-03-11 03:40:25,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,2,Positive
Irina kalpacka,5,страхотно,2026-03-07 21:45:13,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0,Neutral
Eric Thomas,5,great app easy to use discount applied automatically with fast shipping and local store for even faster delivery,2026-03-09 05:17:33,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,4,Positive
Pedram Rezaeian,1,this app is a fraud with unmatched price i approved with 38 and i end up with 48 the shipping time take age and now they are charging 10 tax a well it wa my third time and definitely the last time i ordered something from this app ill make sure nobody else that i know make the same mistake unreliable unworthy of time misleading price meanwhile i put the quality aside,2026-03-08 04:15:44,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Negative,-10,Negative
Simon Jewry,1,rubbish this is a scam app you will get burnt i didnt want to give it one star but not able seems stupid so no star,2026-03-07 16:13:24,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-1,Negative
Coems,1,ordered a charger waited for 10 day when it arrived at my county the order wa unsucesfull,2026-03-11 08:54:13,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Neutral,0,Neutral
Ammar M.Ahmad,5,very nice app,2026-03-11 16:56:04,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Michael M,1,horrible app and customer service,2026-03-10 01:08:04,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Adina L,5,there are many item to see from different vendor be sure to read product review and use common sense you can find great item and if thing do not work out like expected the customer service is there to help and is amazing,2026-03-11 21:55:53,1,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,7,Positive
Mellissa Cecil,5,fast shipping great product,2026-03-07 03:25:27,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Matas Matas,5,this is the good app im not going to lie i found garbage item that could explode easily,2026-03-11 13:54:08,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,3,Positive
Christopher Atkin,5,i thought this wa going to be like wish or temu where they make these wild claim of free stuff or discount under a buck the weirdest thing happened though they were telling the truth now they arent making extravagant claim like the others but the one they are making they honor them i have my whole family ordering from them long shipping time are the only downside not even enough to knock a star off because they tell you in advance how long it will take,2026-03-11 23:56:47,0,labeled_reviews_raw,Positive,Positive,Negative,Positive,Positive,Positive,6,Positive
Enrique El Sato de Hato Rey,2,i prefer the website the app is buggy and doesnt offer much,2026-03-10 13:31:02,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Neutral,0,Neutral
Joni Shkembi,1,very high price a if they are selling diamond,2026-03-12 13:05:50,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Positive,1,Positive
tjan putri,1,honestly i havent experience the app because i couldnt use it i live in indonesia and i downloaded this shopping app because i saw cute bag in this app but when i oppened it you need to choose the country or region where you live right so i searched for my country indonesia but i only saw my neighbouring country malaysia so i couldnt experience the full shopping experience i hope you could add indonesia to you app please,2026-03-11 15:12:44,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Positive,5,Positive
Karel Zegers,3,mostly very good but the advertising behaviour of some seller is pretty bad advertising product for a price which when actually ordered change to a much higher cost example are mitutoyo digimatic vernier most memory card seller and others no reponse to query or request for explanation very shady behaviour and not very well dealt with by aliexpress when complained about very disappointing of an otherwise good site,2026-03-08 07:27:35,0,labeled_reviews_raw,Negative,Neutral,Negative,Negative,Negative,Negative,0,Neutral
Chris Diera,1,they gave me a broken mess toy black suit action figure,2026-03-07 06:42:54,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Chris Smith,1,uninstalled because 12 form of payment couldnt go through,2026-03-09 09:57:23,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Neutral,0,Neutral
Paris Tunc,1,crime gang,2026-03-12 04:52:53,0,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Negative,-3,Negative
Philip Brady,5,really positive with 95 of tbe vendor,2026-03-08 10:33:57,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,2,Positive
Trevor Thornborough,3,a very complicated device or system to follow at time but the most annoying part is contant repeatitive mailing and including immediately straight after you finished ordering before you get the good theyre trying to encourage more purchase from you damn annoying,2026-03-07 05:47:56,0,labeled_reviews_raw,Negative,Neutral,Positive,Negative,Negative,Negative,-2,Negative
Nunya Biz,5,apparently when i set setting for notification and turn off specific one because i hate being spammed your company ignores it i dont need to be notified 5 time a day because you think i need to know that fingernail clipper are on sale stop it,2026-03-12 22:42:39,4,labeled_reviews_raw,Negative,Positive,Negative,Negative,Negative,Negative,-5,Negative
Dontae Hufflin,5,awesome service never have had a single issue they send what is advertised every single time and you cant beat their price or their product temu wish have nothing on aliexpress,2026-03-11 21:14:59,0,labeled_reviews_raw,Very Positive,Positive,Negative,Very Positive,Positive,Positive,5,Positive
Colin Crowley,1,shortest app and service they ask for photo of bank card and id which is illegal in au should be closed down,2026-03-08 16:37:29,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-3,Negative
Hard Catz,1,worst experiencei try to purchase on this appsthe transaction wa okeyi payed split through tabbythe big big problem is when they the deliverdi waiting almost a monthno chat from the courier no codethey just mark delivered and i dont received anythingi try to contack the sellerand ask for arefundthey refusethey said i show deliveredthe big question this i purchase it febuary 7i paid febuary 7but on their tracking numberi bought it january 28how come,2026-03-09 08:34:06,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
CRO stress,1,support is a total joke i suggest that you use any other app than this one edit i am trying to contact support on the 2 open case and getting same robotic answer for more than 20 time nobody read anything total joke avoid aliexpress,2026-03-08 14:39:18,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Positive,7,Positive
Katelyn Selvaggio,2,i bought a pair of earbuds but the charger wa completely broken and they dont work i also bought other stuff and they arrived broken and unusable,2026-03-10 02:58:21,2,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
David GIlmore,5,excellent,2026-03-10 06:11:11,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Eric Malcomb,1,they have been a nightmare to deal with placed an order saw where it had been shipped and it wa in colorado i tried to track it again and it said i didnt have an order even though i confirmed it with paypal first email i got back said they found my order and i should be able to track it now i wasnt contact customer service again they tell me the order doesnt exist with my account to use a different one i have only ever had one account with them now they wont give me a refund,2026-03-09 18:29:16,1,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Neutral,0,Neutral
Keno Ken,1,worst customer service in the world they keep repeating the same answer over and over again ignoring the customer completely they also allow so many counterfeit and fraudulent item like 2tb thumb drive for 5 they dont only refuse to take obvious scam down they seem to encourage them zero care for their user,2026-03-10 15:46:49,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,0,Neutral
King Cardigan,4,terrible experience on a z fold all my other samsung device this app is cool but on the fold it well all i will say is that it confusing it so confusing i can not describe it except it look like there are two aliexpress apps running side by side and you dont know which one to use so annoying,2026-03-11 02:26:43,0,labeled_reviews_raw,Very Negative,Positive,Negative,Very Negative,Negative,Negative,-6,Negative
A Mamun,1,full of fraud and scam seller messaging is never comfortable always mixed with promotional message,2026-03-09 15:39:22,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-8,Negative
Mark Santiago,1,useless app especially the help center all my order not ship,2026-03-07 01:53:16,1,labeled_reviews_raw,Very Positive,Negative,Negative,Negative,Negative,Neutral,0,Neutral
Candy Biehle,1,never got my stuff i paid for my watch daughter jerrika kid cup or cap for her head pissed off please fix the problem,2026-03-12 14:12:58,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-5,Negative
Muhammadu Abubakar abdu,5,this is a good app for order the thing that you are doing,2026-03-07 09:49:17,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Kimberly Dumas,1,this sell your credit card number,2026-03-11 04:25:58,0,labeled_reviews_raw,Positive,Negative,Neutral,Positive,Positive,Positive,0,Neutral
Meyola chudasama,1,i order stuff a a 1st time customer and never received them i tried to get a refund it wa also impossible a well i will never use this app to shop again,2026-03-10 01:16:48,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,0,Neutral
Karl Carroll,3,why do i need this app to track my package why cant i do it online through a browser exactly,2026-03-12 18:00:39,0,labeled_reviews_raw,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,Neutral
Phil,1,i am trying to get a simple refund for something that is clearly not going to be delivered and i ordered a long time ago instead of simply refunding my money which is less than 3 i am getting a big runaround by stupid little bot they will not refund my money or at least i think they wont by the time im finished with aliexpress theyre going to wish they had refunded it,2026-03-10 11:37:23,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,1,Positive
Andy Nisbet,1,massively reduce the pointless animation nobody want them and theyre not necessary they make using the app an endurance rather than an enjoyment,2026-03-07 18:45:13,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,-1,Negative
Tia Cummings,5,great app love it,2026-03-10 04:53:59,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,6,Positive
